title,location,price,bedrooms,bathrooms,toilets,property_type,url
Office Block On Six Floors Measuring About 3250 Square Metres.,"Ligali Ayorinde, Victoria Island (VI), Lagos","₦120,000 per square meter / per annum",0,0,0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/3292845-office-block-on-six-floors-measuring-about-3250-square-metres
An Exceptional Luxury Designed Serviced 2 Bedroom Flat With A Room Bq,"Victoria Island (VI), Lagos","₦35,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3243162-an-exceptional-luxury-designed-serviced-2-bedroom-flat-with-a-room-bq
Exquisite Luxurious Designed Serviced 3 Bedroom Flat With A Room Bq,"Victoria Island (VI), Lagos","₦50,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3242549-exquisite-luxurious-designed-serviced-3-bedroom-flat-with-a-room-bq
Newly Launched 4-bedroom Apartment,"1004 Estate, Victoria Island (VI), Lagos","₦25,000,000 per annum",4,0,0,4 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/victoria-island/3292969-newly-launched-4-bedroom-apartment
Luxury 2 Bedroom Maisonette In A Service Estate,"1004, Victoria Island (VI), Lagos","₦10,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3293047-luxury-2-bedroom-maisonette-in-a-service-estate
Luxury 3-bedroom Fully Furnished Apartment,"Victoria Island (VI), Lagos","₦65,000,000 per annum",3,0,0,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3293080-luxury-3-bedroom-fully-furnished-apartment
Premium Office Space/showroom,"Akin Adesola Street, Victoria Island (VI), Lagos","₦80,000 per square meter / per month",0,5,5,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/3292319-premium-office-spaceshowroom
3-bedroom City-view Apartment On The 6th Floor Of A Brand-new Building,"Off Ajose Adeogun, Victoria Island (VI), Lagos","₦45,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3293274-3-bedroom-city-view-apartment-on-the-6th-floor-of-a-brand-new-building
Premium 2 Bedroom Apartment,"Victoria Island (VI), Lagos","₦15,000,000 per annum",2,2,2,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3293285-premium-2-bedroom-apartment
Fully Furnished 4-bedroom,"Adetokunbo Ademola, Victoria Island (VI), Lagos","₦25,000,000 per annum",4,3,4,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3291339-fully-furnished-4-bedroom
Pen Space,"Ligali Ayorinde., Victoria Island (VI), Lagos","₦80,000,000 per annum",0,2,2,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/3293339-pen-space
4 Bedroom Apartment With No Bq For Office Use Only On 2nd Floor,"Victoria Island (VI), Lagos","₦30,000,000 per annum",0,4,5,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/3293466-4-bedroom-apartment-with-no-bq-for-office-use-only-on-2nd-floor
Fully Furnished,"Overlooking Eko Atlantic, Victoria Island (VI), Lagos","₦30,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3293593-fully-furnished
Bare Land Available,"Bishop Aboyade Cole Street, Victoria Island (VI), Lagos","₦65,000,000 per annum",0,0,0,Commercial land for rent,https://nigeriapropertycentre.com/for-rent/land/commercial-land/lagos/victoria-island/3291223-bare-land-available
360sqm And 400sqm Office Space,"Victoria Island (VI), Lagos","₦130,000 per square meter / per annum",0,0,0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/3231441-360sqm-and-400sqm-office-space
12 Units Of 3 Bedroom Apartment With You,"Victoria Island (VI), Lagos","₦25,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3293663-12-units-of-3-bedroom-apartment-with-you
3 Bedroom Apartment,"Victoria Island (VI), Lagos","₦20,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3210930-3-bedroom-apartment
4 Units Of Fully Furnished 5 Bedroom Terrace Duplex,"Victoria Island (VI), Lagos","₦35,000,000 per annum",5,5,6,5 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/victoria-island/3172882-4-units-of-fully-furnished-5-bedroom-terrace-duplex
Luxury 2 Bedroom Apartment And Bq,"Victoria Island (VI), Lagos","₦14,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3171852-luxury-2-bedroom-apartment-and-bq
3 Bedroom Apartment With Bq,"Victoria Island (VI), Lagos","₦14,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3171848-3-bedroom-apartment-with-bq
