title,location,price,bedrooms,bathrooms,toilets,property_type,url
240sqm Office Space,"Victoria Island (VI), Lagos","₦33,000,000 per annum",0,0,3,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/2934259-240sqm-office-space
100sqm Office Space,"Victoria Island (VI), Lagos","₦150,000 per square meter / per annum",0,0,0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/2936937-100sqm-office-space
200/350/650sqm Office Space,"Victoria Island (VI), Lagos","₦100,000 per square meter / per annum",0,0,0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/2936950-200350650sqm-office-space
Office Space,"Victoria Island (VI), Lagos","$450 per square meter / per annum 
approx. ₦626,571",0,0,0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/2940397-office-space
5 Units Of Neatly Built 4 Bedroom Terrace Duplex With Bq And Pool,"Oniru, Victoria Island (VI), Lagos","₦35,000,000 per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/victoria-island/oniru/2935275-5-units-of-neatly-built-4-bedroom-terrace-duplex-with-bq-and-pool
"An 8 Floor Office Building With Total Lettable Space Of 5,600sqm","Victoria Island (VI), Lagos","₦300,000,000 per annum",0,0,10,Plaza / complex / mall for rent,https://nigeriapropertycentre.com/for-rent/commercial/plaza-complex-mall/lagos/victoria-island/2931024-an-8-floor-office-building-with-total-lettable-space-of-5600sqm
6 Bedrooms Duplex With Bq,"Victoria Island (VI), Lagos","₦65,000,000 per annum",0,0,0,Restaurant / bar for rent,https://nigeriapropertycentre.com/for-rent/commercial/restaurants-bars/lagos/victoria-island/2934248-6-bedrooms-duplex-with-bq
Exquisite Luxurious Serviced And Furnished 3 Bedroom Flat With Bq,"Victoria Island (VI), Lagos","₦55,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/2929181-exquisite-luxurious-serviced-and-furnished-3-bedroom-flat-with-bq
Lovely Fully Furnished And Serviced 3 Bedroom Penthouse Flat,"Victoria Island (VI), Lagos","₦25,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/2930560-lovely-fully-furnished-and-serviced-3-bedroom-penthouse-flat
Brand New Luxury 3 Bedroom Flat With A Room Service Quarter,"Off Adeola Odeku, Victoria Island (VI), Lagos","₦40,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/2932899-brand-new-luxury-3-bedroom-flat-with-a-room-service-quarter
Furnished Serviced 3 Bedrooms Apartment With Bq And Swimming Pool,"Oniru, Victoria Island (VI), Lagos","₦20,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/2937011-furnished-serviced-3-bedrooms-apartment-with-bq-and-swimming-pool
Fully Furnished Serviced 2 Bedroom Penthouse On One Floor With Bq,"Victoria Island (VI), Lagos","₦12,000,000 per annum",2,2,3,2 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/victoria-island/2932041-fully-furnished-serviced-2-bedroom-penthouse-on-one-floor-with-bq
Furnished 3 Bedrooms House With,"Oniru, Victoria Island (VI), Lagos","₦24,000,000 per annum",3,3,4,3 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/victoria-island/oniru/2923281-furnished-3-bedrooms-house-with
Massive Commercial 5 Bedroom Detached House,"Victoria Island (VI), Lagos","₦85,000,000 per annum",0,0,0,Commercial property for rent,https://nigeriapropertycentre.com/for-rent/commercial/lagos/victoria-island/2939286-massive-commercial-5-bedroom-detached-house
Commercial Building Sitting On 1200sqm,"Victoria Island (VI), Lagos","₦65,000,000 per annum",0,0,0,Commercial property for rent,https://nigeriapropertycentre.com/for-rent/commercial/lagos/victoria-island/2940483-commercial-building-sitting-on-1200sqm
Luxury 2 Bedrooms Flat With Bq,"Victoria Island (VI), Lagos","₦25,000,000",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/2929859-luxury-2-bedrooms-flat-with-bq
Entire Corner Piece House  & Other Offices Beside It On A Major Road,"Victoria Island (VI), Lagos","$450,000 per annum 
approx. ₦626,571,091",0,0,0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/2908464-entire-corner-piece-house-other-offices-beside-it-on-a-major-road
Premium 210sqm Office Space,"Victoria Island (VI), Lagos","₦48,300,000 per annum",0,0,0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/2927003-premium-210sqm-office-space
Office Space,"Victoria Island (VI), Lagos","₦550,000 per square meter / per annum",0,0,0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/2920779-office-space
"An 8-floor Office Building With Total Space Of 5,600 Sqm","Victoria Island (VI), Lagos","₦80,000 per square meter / per annum",0,0,0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/2923151-an-8-floor-office-building-with-total-space-of-5600-sqm
60 & 80 Sq Mts Bungalows Ideal For Showroom,"Off Adeola Odeku Street, Victoria Island (VI), Lagos","₦12,000,000 per annum",0,1,1,Shop for rent,https://nigeriapropertycentre.com/for-rent/commercial/shops/lagos/victoria-island/2926451-60-80-sq-mts-bungalows-ideal-for-showroom
Studio Apartment,"Off Ajose Adeogun, Victoria Island (VI), Lagos","₦3,000,000",0,1,1,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/victoria-island/2920964-studio-apartment
A Contemporary 3 Bedroom Terraced Duplex With Bq,"Victoria Island Estate, Victoria Island (VI), Lagos","₦22,000,000 per annum",3,3,4,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/victoria-island/2884811-a-contemporary-3-bedroom-terraced-duplex-with-bq
Luxury Brand New 3 Bedroom,"Victoria Island (VI), Lagos","₦35,000,000 per annum",3,0,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/2908305-luxury-brand-new-3-bedroom
Topnotch Furnished Flat,"Off Kofo Abayomi Drive, Victoria Island (VI), Lagos","₦65,000,000 per annum",3,4,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/2910661-topnotch-furnished-flat
Brand New Spacious 2-bedroom Apartment,"Victoria Island (VI), Lagos","₦25,000,000 per annum",2,0,0,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/2911293-brand-new-spacious-2-bedroom-apartment
Exquisitely 2-bedroom Penthouse,"Vi, Victoria Island (VI), Lagos","₦30,000,000 per annum",2,0,0,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/2777747-exquisitely-2-bedroom-penthouse
Penthouse Perfection: Contemporary 2 Bedroom Apartment,"Eko Atlantic City, Victoria Island (VI), Lagos","₦28,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/2735724-penthouse-perfection-contemporary-2-bedroom-apartment
"A Super Luxury, Contemporary 3-bedroom Apartment With A Stunning View","By Eko Atlantic City, Victoria Island (VI), Lagos","₦23,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/2735702-a-super-luxury-contemporary-3-bedroom-apartment-with-a-stunning-view
Ground Floor Grade A 536 Square Meter Space Available,"Victoria Island (VI), Lagos","$450 per annum 
approx. ₦626,571",0,0,0,Commercial property for rent,https://nigeriapropertycentre.com/for-rent/commercial/lagos/victoria-island/2785240-ground-floor-grade-a-536-square-meter-space-available
Massive Large Commercial Purposely Built Luxury Building Over 10 Rooms,"Victoria Island (VI), Lagos","₦110,000,000 per annum",10,10,11,10 bedroom commercial property for rent,https://nigeriapropertycentre.com/for-rent/commercial/lagos/victoria-island/2922139-massive-large-commercial-purposely-built-luxury-building-over-10-rooms
"8 Floors Office Building Totaling 5,600 Sqm","Victoria Island (VI), Lagos","₦300,000,000 per annum",0,0,0,Commercial property for rent,https://nigeriapropertycentre.com/for-rent/commercial/lagos/victoria-island/2922775-8-floors-office-building-totaling-5600-sqm
Decent Office Space/showroom,"Victoria Island (VI), Lagos","₦10,000,000 per annum",0,0,1,Commercial property for rent,https://nigeriapropertycentre.com/for-rent/commercial/lagos/victoria-island/2903848-decent-office-spaceshowroom
Newly Built Luxury 4 Bedroom Terrace House + Bq,"Parkview, Ikoyi, Lagos","₦35,000,000 per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/parkview/3215038-newly-built-luxury-4-bedroom-terrace-house-bq
Serviced 2 Bedroom Flat With Fitted Kitchen,"Parkview, Ikoyi, Lagos","₦25,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/parkview/3218221-serviced-2-bedroom-flat-with-fitted-kitchen
Luxury & Furnished 2 Bedroom Apartment,"Parkview Estate, Parkview, Ikoyi, Lagos","₦16,000,000 per annum",2,2,0,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/parkview/3219244-luxury-furnished-2-bedroom-apartment
Fully Furnished 1 Bedroom Apartment,"Osborne, Ikoyi, Lagos","₦15,000,000 per annum",1,1,2,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/ikoyi/osborne/3214876-fully-furnished-1-bedroom-apartment
Luxury 4 Bedroom Terrace House + Bq+private Parking+pool+gym,"Old Ikoyi, Ikoyi, Lagos","₦30,000,000 per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/old-ikoyi/3216451-luxury-4-bedroom-terrace-house-bqprivate-parkingpoolgym
4 Bedroom Terraced House + Bq Within A Spacious Well Landscaped,"Alexander Road, Old Ikoyi, Ikoyi, Lagos","₦35,000,000 per annum",4,0,4,4 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/old-ikoyi/3217364-4-bedroom-terraced-house-bq-within-a-spacious-well-landscaped
4 Bedroom Terraced Duplex With A Room Boys Quarter,"Old Ikoyi, Ikoyi, Lagos","₦35,000,000 per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/old-ikoyi/3218864-4-bedroom-terraced-duplex-with-a-room-boys-quarter
Massive 11 Bedroom Detached Duplex For Commercial Purpose,"Old Ikoyi, Ikoyi, Lagos","$150,000 per annum 
approx. ₦208,857,030",11,11,12,11 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ikoyi/old-ikoyi/3219693-massive-11-bedroom-detached-duplex-for-commercial-purpose
4 Bedroom Terrace,"Parkview, Ikoyi, Lagos","₦35,000,000 per annum",4,5,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/3214628-4-bedroom-terrace
5 Bedroom Semi Detached With Bq,"Ikoyi, Lagos","₦70,000,000 per annum",5,5,6,5 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ikoyi/3214921-5-bedroom-semi-detached-with-bq
Luxury 4 Bedroom Terrace House+bq+garage+pool Etc,"Off Banana Island Road, Ikoyi, Lagos","₦39,999,999 per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/3214973-luxury-4-bedroom-terrace-housebqgaragepool-etc
3-bedroom Terrace.,"Ikoyi, Lagos","₦25,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3215365-3-bedroom-terrace
Partly Furnished 2-bedroom,"Off Bourdilon Road, Ikoyi, Lagos","₦35,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3215370-partly-furnished-2-bedroom
Tastefully Finished Serviced 5 Bedroom Detached House With A Room Bq,"Ikoyi, Lagos","₦40,000,000 per annum",5,5,6,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ikoyi/3217551-tastefully-finished-serviced-5-bedroom-detached-house-with-a-room-bq
Unfurnished 3 Bedroom Apartment With Bq.,"Gerrard Road, Ikoyi, Lagos","₦45,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3218544-unfurnished-3-bedroom-apartment-with-bq
"Fully Serviced 4 Bedroom Terrace Duplex + Bq, Swimming Pool, Gym","Ikoyi, Lagos","₦35,000,000 per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/3218579-fully-serviced-4-bedroom-terrace-duplex-bq-swimming-pool-gym
8-bedroom Detached House For Office Use,"Ikoyi, Lagos","₦60,000,000",0,0,0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/ikoyi/3218999-8-bedroom-detached-house-for-office-use
Commercial Office Space,"Ikoyi, Lagos","₦150,000,000 per annum",5,0,6,5 bedroom commercial property for rent,https://nigeriapropertycentre.com/for-rent/commercial/lagos/ikoyi/3220048-commercial-office-space
"4 Bedroom Terrace Duplex With Bq, 2 Sitting Rooms","Phase 2, Osborne, Ikoyi, Lagos","₦25,000,000 per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/osborne/3210495-4-bedroom-terrace-duplex-with-bq-2-sitting-rooms
Fully Furnished 1 Bedroom Apartment Upstairs,"Phase 2, Osborne, Ikoyi, Lagos","₦16,000,000 per annum",1,1,1,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/ikoyi/osborne/3197969-fully-furnished-1-bedroom-apartment-upstairs
4 Bedrooms Terrace Duplex With A Bq,"Phase 2, Osborne, Ikoyi, Lagos","₦25,000,000 per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/osborne/3210900-4-bedrooms-terrace-duplex-with-a-bq
5 Floor Office Space With A Total Of 1300sqm,"Old Ikoyi, Ikoyi, Lagos","₦185,000 per square meter / per annum",0,0,0,Plaza / complex / mall for rent,https://nigeriapropertycentre.com/for-rent/commercial/plaza-complex-mall/lagos/ikoyi/old-ikoyi/3210380-5-floor-office-space-with-a-total-of-1300sqm
Luxuriously Furnished 3bedroom Apartment In A Serene Location,"Off Glover Road, Old Ikoyi, Ikoyi, Lagos","₦50,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3210858-luxuriously-furnished-3bedroom-apartment-in-a-serene-location
Fully Serviced 2 Bedroom Apartment.,"Off Mobolaji Johnson Avenue, Old Ikoyi, Ikoyi, Lagos","₦20,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3210944-fully-serviced-2-bedroom-apartment
Brand New 4 Bedroom Detached House,"Old Ikoyi, Ikoyi, Lagos","₦90,000,000 per annum",4,4,5,4 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ikoyi/old-ikoyi/3211362-brand-new-4-bedroom-detached-house
Luxury 3 Bedroom Apartment +bq+pool+gym,"Old Ikoyi, Ikoyi, Lagos","₦30,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3212913-luxury-3-bedroom-apartment-bqpoolgym
Premium 3 Bedroom Apartment +bq+pool+gym,"Old Ikoyi, Ikoyi, Lagos","₦20,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3213977-premium-3-bedroom-apartment-bqpoolgym
Brand New Finished Spacious 2 Bedroom Ground-floor Apartment.,"Off Awolowo Road, South-west, Ikoyi, Lagos","₦20,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3210683-brand-new-finished-spacious-2-bedroom-ground-floor-apartment
Brand New 4 Bedroom Mansionette With Swimming Pool And Gym,"Ikoyi, Lagos","₦50,000,000 per annum",4,4,5,4 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/3211113-brand-new-4-bedroom-mansionette-with-swimming-pool-and-gym
3 Bedroom Apartment,"Ikoyi, Lagos","₦20,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3211120-3-bedroom-apartment
3-bedroom Apartment With Bq,"Ikoyi, Lagos","₦30,000,000 per annum",3,3,4,3 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/3211633-3-bedroom-apartment-with-bq
Luxury 3 Bedroom Maisonette With Bq,"Ikoyi, Lagos","₦40,000,000 per annum",3,0,0,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3212740-luxury-3-bedroom-maisonette-with-bq
Luxury 4 Bedroom Semi Detached House + Bq,"Ikoyi, Lagos","₦64,999,990 per annum",4,4,5,4 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ikoyi/3213060-luxury-4-bedroom-semi-detached-house-bq
Luxury Fully Furnished 1 Bedroom Flat,"Ikoyi, Lagos","₦15,000,000 per annum",1,1,2,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/ikoyi/3213158-luxury-fully-furnished-1-bedroom-flat
Premium Blocks Of 3 Bedroom Apartment,"Ikoyi, Lagos","₦108,000,000 per annum",18,18,18,18 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/3213268-premium-blocks-of-3-bedroom-apartment
Open Plan Office Space For 15 Persons In Regus Mulliner Towers,"Ground, 2nd, 3rd & 7th Floors, Mulliner Towers, 39 Alfred Rewane Road, Ikoyi, Lagos","₦2,033,174 per month",0,0,0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/ikoyi/3213943-open-plan-office-space-for-15-persons-in-regus-mulliner-towers
Fully Furnished 4 Bedroom Terrace House With Bq,"Parkview, Ikoyi, Lagos","₦35,000,000 per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/parkview/3187177-fully-furnished-4-bedroom-terrace-house-with-bq
Luxury 6 Units Of 3 Bedroom Apartment,"Parkview Estate, Parkview, Ikoyi, Lagos","₦108,000,000 per annum",3,0,0,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/parkview/3206736-luxury-6-units-of-3-bedroom-apartment
6 Units Of 3 Bedroom Flat With Bq,"Parkview, Ikoyi, Lagos","₦108,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/parkview/3182030-6-units-of-3-bedroom-flat-with-bq
Lovely Fully Serviced Furnished 2 Bedroom Maisonette,"Phase 2, Osborne, Ikoyi, Lagos","₦26,000,000 per annum",2,2,3,2 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/osborne/3205998-lovely-fully-serviced-furnished-2-bedroom-maisonette
4 Bedroom Terrace Duplex With Bq With Two Sitting Rooms,"Phase 2, Osborne, Ikoyi, Lagos","₦18,000,000 per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/osborne/3206281-4-bedroom-terrace-duplex-with-bq-with-two-sitting-rooms
"Furnished 3 Bedrooms With Bq, Pool, Gym, Reception, & Elevator","Old Ikoyi, Ikoyi, Lagos","₦24,999,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3193389-furnished-3-bedrooms-with-bq-pool-gym-reception-elevator
Detached House Within Shared Estate + 2 Bq X 2 Years,"Old Ikoyi, Ikoyi, Lagos","₦40,000,000 per annum",4,4,5,4 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ikoyi/old-ikoyi/3181074-detached-house-within-shared-estate-2-bq-x-2-years
5 Bedroom Fully Detached Duplex,"Old Ikoyi, Ikoyi, Lagos","₦65,000,000 per annum",5,5,6,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ikoyi/old-ikoyi/3208665-5-bedroom-fully-detached-duplex
"3 Bedroom Maisonette With Bq,swimming Pool,gym, Elevator","Old Ikoyi, Ikoyi, Lagos","₦37,000,000 per annum",3,3,4,3 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/old-ikoyi/3210016-3-bedroom-maisonette-with-bqswimming-poolgym-elevator
New & Spacious 4 Bedroom Maisonette,"Old Ikoyi, Ikoyi, Lagos","₦50,000,000 per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/old-ikoyi/3207045-new-spacious-4-bedroom-maisonette
"5 Bedroom Detached Duple With Bq, Suspended Swimming Pool, Gym, Cinema","Ikoyi, Lagos","$150,000 per annum 
approx. ₦208,857,030",5,5,6,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ikoyi/3203360-5-bedroom-detached-duple-with-bq-suspended-swimming-pool-gym-cinema
Luxury 4 Bedroom Maisonette With Pool And Bq,"Ikoyi, Lagos","₦35,000,000 per annum",4,0,0,4 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/3205632-luxury-4-bedroom-maisonette-with-pool-and-bq
2 Building Of 24 Units  Of 3 Bedroom Flat With Bq,"Ikoyi, Lagos","$40,000 per annum 
approx. ₦55,695,208",3,0,0,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3206311-2-building-of-24-units-of-3-bedroom-flat-with-bq
A 4 Bedroom Maisonette,"Ikoyi, Lagos","₦50,000,000 per annum",4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ikoyi/3207419-a-4-bedroom-maisonette
"Brand New 3 Bedrooms Massionette, Room Bq, Swimming Pool, Gym","Old Ikoyi, Ikoyi, Lagos","₦45,000,000 per annum",3,3,4,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/3208179-brand-new-3-bedrooms-massionette-room-bq-swimming-pool-gym
3 Bedroom + Bq,"Banana Island, Ikoyi, Lagos","₦35,000,000 per annum",3,4,4,3 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/banana-island/3201732-3-bedroom-bq
A Premium Block Of 6 Units Of 3 Bedroom For Corporate Occupants Only,"Parkview, Ikoyi, Lagos","₦108,000,000 per annum",0,3,4,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/ikoyi/parkview/3200298-a-premium-block-of-6-units-of-3-bedroom-for-corporate-occupants-only
5 Bedroom Detached Duplex With 2 Rooms Bq,"Phase 1, Osborne, Ikoyi, Lagos","₦80,000,000 per annum",5,5,5,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ikoyi/osborne/3196641-5-bedroom-detached-duplex-with-2-rooms-bq
Newly Built &  Furnished 3 Bedroom Apartment With Excellent Facilities,"Osborne, Ikoyi, Lagos","₦25,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/osborne/3199853-newly-built-furnished-3-bedroom-apartment-with-excellent-facilities
Brand New 4 Bedroom Maisonette With Bq,"Old Ikoyi, Ikoyi, Lagos","₦50,000,000 per annum",4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3197061-brand-new-4-bedroom-maisonette-with-bq
Mini Flat,"Off Burdillion, Old Ikoyi, Ikoyi, Lagos","₦6,000,000 per annum",1,1,2,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/ikoyi/old-ikoyi/3197987-mini-flat
3 Bedroom Flat With A Room Bq On The Ground Floor,"Abacha Estate, Ikoyi, Lagos","₦12,000,000 per annum",3,0,0,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3196508-3-bedroom-flat-with-a-room-bq-on-the-ground-floor
Well-maintained And Serviced 3-bedroom Terrace House,"Ikoyi, Lagos","₦40,000,000 per annum",3,0,0,3 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/3198755-well-maintained-and-serviced-3-bedroom-terrace-house
New Luxury 4 Bedroom Terrace House With Bq,"Ikoyi, Lagos","₦32,999,999 per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/3198865-new-luxury-4-bedroom-terrace-house-with-bq
Luxury Fully Serviced 3 Bedrooms Apartment + Bq,"Ikoyi, Lagos","₦30,000,000 per annum",3,0,0,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3198887-luxury-fully-serviced-3-bedrooms-apartment-bq
Newly Out 3 Bedroom Maisonette With A Bq,"Ikoyi, Lagos","₦45,000,000 per annum",3,0,0,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3199344-newly-out-3-bedroom-maisonette-with-a-bq
Luxurious 3 Bedroom Apartment,"Ikoyi, Lagos","₦35,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3202240-luxurious-3-bedroom-apartment
A Fully Furnished 6-bedroom Fully Detached Duplex Is Available,"Ikoyi, Lagos","₦150,000,000 per annum",6,6,7,6 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ikoyi/3203329-a-fully-furnished-6-bedroom-fully-detached-duplex-is-available
